ID,name,lat,long,address_1,address_2,address_3,county
63,O'briens,54.951547,-6.555887,Unit 7 Ballybrack Shopping Centre,Churchview Road,Ballybrack,Co. Dublin
64,O'briens,54.951547,-6.555887,1 Main Street,Malahide,,Co. Dublin
65,O'briens,54.951547,-6.555887,"Unit 1, 178 Templeogue Road",Templeogue,,Co. Dublin
66,O'briens,54.951547,-6.555887,Market Square,Athy,,Co. Kildare
67,O'briens,54.951547,-6.555887,Timolin,Moone,,Co. Kildare
68,O'briens,54.951547,-6.555887,45 Roches Street,Limerick,,Co. Limerick
69,O'briens,54.951547,-6.555887,14 Killegland,Ashbourne,,Co. Meath
70,O'briens,54.951547,-6.555887,12/13 South Street,New Ross,,Co. Wexford
71,O'briens,54.951547,-6.555887,Unit 5 Citywest Shopping Centre,Citywest Road,Citywest,Dublin City
72,O'briens,54.951547,-6.555887,Unit D5,Lower Beacon South Quarter,Sandyford,Dublin City
73,O'briens,54.951547,-6.555887,97 Sandymount Road,Sandymount,,Dublin City
74,O'briens,54.951547,-6.555887,105 Rathgar Road,,,Dublin City
75,O'briens,54.951547,-6.555887,30/32 Main Street,Donnybrook,,Dublin City
76,O'briens,54.951547,-6.555887,Unit 33 Spruce Avenue,Stillorgan Industrial Park,,Dublin City
77,O'briens,54.951547,-6.555887,149 Upper Rathmines Road,,,Dublin City
78,O'briens,54.951547,-6.555887,Unit 6 The Maple Centre,Navan Road,,Dublin City
79,O'briens,54.951547,-6.555887,8/9 Sussex Terrace,Upper Leeson Street,,Dublin City
80,O'neills Bar,54.540757,-6.701263,Mill Road,Midleton,,Co. Cork
81,O'neills Bar,54.540757,-6.701263,13 East End,Caherciveen,,Co. Kerry
82,O'neills Bar,54.540757,-6.701263,The Mall,Sligo,,Co. Sligo
83,Packies Bar,54.451494,-7.487413,Corr Point,"Lettermacaward, Lifford",,Co. Donegal
84,Phoenix Bar,54.61387,-5.936181,3 Union Quay,Cork,,Co. Cork
85,Quinns Bar,54.461689,-7.028292,7 Market Street,Ennis,,Co. Clare
86,Quinns Bar,54.502224,-6.772537,7 Market Street,Ennis,,Co. Clare
87,Railway Bar,54.715062,-6.21726,Market Street And Ashwalk,Ardee,,Co. Louth
88,Railway Bar,54.715062,-6.21726,Main Street,Banagher,,Co. Offaly
89,Railway Inn,54.35127,-6.27315,Sallins,,,Co. Kildare
90,Railway Tavern,54.8598039,-6.2773351,Skiddernagh,Manulla,Castlebar,Co. Mayo
91,Robinson's Bar,54.421676,-6.453612,Kilsheelan,Clonmel,,Co. Tipperary
92,The Bridge Bar,55.131902,-6.676412,Bridge End,Ramelton,,Co. Donegal
93,The Bridge Bar,55.131902,-6.676412,Main Street,Bundoran,,Co. Donegal
94,The Bridge Bar,55.131902,-6.676412,Bridge Street,Dunmore,,Co. Galway
95,The Bridge Bar,55.131902,-6.676412,Shop Street,Tuam,,Co. Galway
96,The Bridge Bar,55.131902,-6.676412,Portmagee,Killarney,,Co. Kerry
97,The Bridge Bar,55.131902,-6.676412,Rathbeg,Rathmore,,Co. Kerry
98,The Bridge Bar,55.131902,-6.676412,Bridge Street,Rathangan,,Co. Kildare
99,The Bridge Bar,55.131902,-6.676412,Bellview Road,Mullingar,,Co. Westmeath
100,The Bridge Bar,55.131902,-6.676412,Gorey Bridge,Gorey,,Co. Wexford
101,The Bridge Bar,54.657193,-6.570921,Bridge End,Ramelton,,Co. Donegal
102,The Bridge Bar,54.657193,-6.570921,Main Street,Bundoran,,Co. Donegal
103,The Bridge Bar,54.657193,-6.570921,Bridge Street,Dunmore,,Co. Galway
104,The Bridge Bar,54.657193,-6.570921,Shop Street,Tuam,,Co. Galway
105,The Bridge Bar,54.657193,-6.570921,Portmagee,Killarney,,Co. Kerry
106,The Bridge Bar,54.657193,-6.570921,Rathbeg,Rathmore,,Co. Kerry
107,The Bridge Bar,54.657193,-6.570921,Bridge Street,Rathangan,,Co. Kildare
108,The Bridge Bar,54.657193,-6.570921,Bellview Road,Mullingar,,Co. Westmeath
109,The Bridge Bar,54.657193,-6.570921,Gorey Bridge,Gorey,,Co. Wexford
110,The Bridge Bar,54.293643,-7.464637,Bridge End,Ramelton,,Co. Donegal
111,The Bridge Bar,54.293643,-7.464637,Main Street,Bundoran,,Co. Donegal
112,The Bridge Bar,54.293643,-7.464637,Bridge Street,Dunmore,,Co. Galway
113,The Bridge Bar,54.293643,-7.464637,Shop Street,Tuam,,Co. Galway
114,The Bridge Bar,54.293643,-7.464637,Portmagee,Killarney,,Co. Kerry
115,The Bridge Bar,54.293643,-7.464637,Rathbeg,Rathmore,,Co. Kerry
116,The Bridge Bar,54.293643,-7.464637,Bridge Street,Rathangan,,Co. Kildare
117,The Bridge Bar,54.293643,-7.464637,Bellview Road,Mullingar,,Co. Westmeath
118,The Bridge Bar,54.293643,-7.464637,Gorey Bridge,Gorey,,Co. Wexford
119,The Castle Bar,55.200207,-6.253054,77 Rock Street,Tralee,,Co. Kerry
120,The Castle Bar,55.200207,-6.253054,Seatown,Dundalk,,Co. Louth
121,The Castle Bar,55.200207,-6.253054,Ferns,,,Co. Wexford
122,The Castle Inn,54.707405,-7.59278,24 Governey Place,Carlow,,Co. Carlow
123,The Castle Inn,54.707405,-7.59278,99 South Main Street,Cork,,Co. Cork
124,The Castle Inn,54.707405,-7.59278,Eleven Ballyboes,Green Castel,,Co. Donegal
125,The Castle Inn,54.707405,-7.59278,Castlemaine,,,Co. Kerry
126,The Castle Inn,54.707405,-7.59278,Castledermot,,,Co. Kildare
127,The Castle Inn,54.707405,-7.59278,Carbury,,,Co. Kildare
128,The Castle Inn,54.707405,-7.59278,Newtownforbes,,,Co. Longford
129,The Castle Inn,54.707405,-7.59278,Castle Street,Castlebar,,Co. Mayo
130,The Castle Inn,54.707405,-7.59278,1-2 Main Street,Athlone,,Co. Westmeath
131,The Castle Inn,54.707405,-7.59278,Bridge House,Newcastle,,Co. Wicklow
132,The Central Bar,54.451494,-7.487413,Knocknagree,Mallow,,Co. Cork
133,The Central Bar,54.451494,-7.487413,40 Main Street,Castleisland,,Co. Kerry
134,The Central Bar,54.451494,-7.487413,Bridge Street,Newcastlewest,,Co. Limerick
135,The Central Bar,54.451494,-7.487413,10 Clanbrassil Street,Dundalk,,Co. Louth
136,The Central Bar,54.451494,-7.487413,Market Square,Roscommon,,Co. Roscommon
137,The Central Bar,54.826072,-7.464189,Knocknagree,Mallow,,Co. Cork
138,The Central Bar,54.826072,-7.464189,40 Main Street,Castleisland,,Co. Kerry
139,The Central Bar,54.826072,-7.464189,Bridge Street,Newcastlewest,,Co. Limerick
140,The Central Bar,54.826072,-7.464189,10 Clanbrassil Street,Dundalk,,Co. Louth
141,The Central Bar,54.826072,-7.464189,Market Square,Roscommon,,Co. Roscommon
142,The Central Bar,54.647375,-6.744479,Knocknagree,Mallow,,Co. Cork
143,The Central Bar,54.647375,-6.744479,40 Main Street,Castleisland,,Co. Kerry
144,The Central Bar,54.647375,-6.744479,Bridge Street,Newcastlewest,,Co. Limerick
145,The Central Bar,54.647375,-6.744479,10 Clanbrassil Street,Dundalk,,Co. Louth
146,The Central Bar,54.647375,-6.744479,Market Square,Roscommon,,Co. Roscommon
147,The Central Bar,54.807976,-6.519782,Knocknagree,Mallow,,Co. Cork
148,The Central Bar,54.807976,-6.519782,40 Main Street,Castleisland,,Co. Kerry
149,The Central Bar,54.807976,-6.519782,Bridge Street,Newcastlewest,,Co. Limerick
150,The Central Bar,54.807976,-6.519782,10 Clanbrassil Street,Dundalk,,Co. Louth
151,The Central Bar,54.807976,-6.519782,Market Square,Roscommon,,Co. Roscommon
152,The Coach Inn,54.383627,-5.544673,21 Dublin Road And Altered Premises,Attached And Adjoining,Bray,Co. Wicklow
153,The Corner Bar,54.533138,-7.658734,Kildysart,,,Co. Clare
154,The Corner Bar,54.533138,-7.658734,37 Bridge Street,Skibbereen,,Co. Cork
155,The Corner Bar,54.533138,-7.658734,Main Street,Falcarragh,,Co. Donegal
156,The Corner Bar,54.533138,-7.658734,Main Street/quay Street,Moville,Lifford,Co. Donegal
157,The Corner Bar,54.668965,-6.546994,Kildysart,,,Co. Clare
158,The Corner Bar,54.668965,-6.546994,37 Bridge Street,Skibbereen,,Co. Cork
159,The Corner Bar,54.668965,-6.546994,Main Street,Falcarragh,,Co. Donegal
160,The Corner Bar,54.668965,-6.546994,Main Street/quay Street,Moville,Lifford,Co. Donegal
161,The Cosy Bar,54.417237,-7.816122,Market Square,Mountrath,,Co. Laois
162,The Cosy Bar,54.417237,-7.816122,Main Street,Castlerea,,Co. Roscommon
163,The Cosy Corner,54.868346,-6.27404,Main Street,Mohill,,Co. Leitrim
164,The Diamond Bar,54.9593811,-6.484948158,Glenarogue East,Beal Na Blath,Crookstown,Co. Cork
165,The Diamond Bar,54.9593811,-6.484948158,Main Street,Pettigo,,Co. Donegal
166,The Diamond Bar,54.9593811,-6.484948158,Raphoe,,,Co. Donegal
167,The Diamond Bar,54.9593811,-6.484948158,Tullaghan,,,Co. Leitrim
168,The Diamond Bar,55.07065964,-6.516940117,Glenarogue East,Beal Na Blath,Crookstown,Co. Cork
169,The Diamond Bar,55.07065964,-6.516940117,Main Street,Pettigo,,Co. Donegal
170,The Diamond Bar,55.07065964,-6.516940117,Raphoe,,,Co. Donegal
171,The Diamond Bar,55.07065964,-6.516940117,Tullaghan,,,Co. Leitrim
172,The Diamond Bar,54.851422,-6.365727,Glenarogue East,Beal Na Blath,Crookstown,Co. Cork
173,The Diamond Bar,54.851422,-6.365727,Main Street,Pettigo,,Co. Donegal
174,The Diamond Bar,54.851422,-6.365727,Raphoe,,,Co. Donegal
175,The Diamond Bar,54.851422,-6.365727,Tullaghan,,,Co. Leitrim
176,The Diamond Bar,54.768381,-7.248742,Glenarogue East,Beal Na Blath,Crookstown,Co. Cork
177,The Diamond Bar,54.768381,-7.248742,Main Street,Pettigo,,Co. Donegal
178,The Diamond Bar,54.768381,-7.248742,Raphoe,,,Co. Donegal
179,The Diamond Bar,54.768381,-7.248742,Tullaghan,,,Co. Leitrim
180,The Forge,54.709692,-7.594386,Convent Hill,Killaloe,,Co. Clare
181,The Forge,54.709692,-7.594386,Mullans,Donegal,,Co. Donegal
182,The Forge,54.709692,-7.594386,Carriglass,Longford,,Co. Longford
183,The Forge,54.0620963,-6.4372551,Convent Hill,Killaloe,,Co. Clare
184,The Forge,54.0620963,-6.4372551,Mullans,Donegal,,Co. Donegal
185,The Forge,54.0620963,-6.4372551,Carriglass,Longford,,Co. Longford
186,The Forge Bar,55.129605,-6.669198,Causeway,,,Co. Kerry
187,The Glen Bar,55.08723831,-6.291234016,Diamond,"Carndonagh, Lifford",,Co. Donegal
188,The Glen Bar,55.08723831,-6.291234016,Graiguenakill,Glenmore,,Co. Kilkenny
189,The Glen Bar,54.99363327,-7.308734894,Diamond,"Carndonagh, Lifford",,Co. Donegal
190,The Glen Bar,54.99363327,-7.308734894,Graiguenakill,Glenmore,,Co. Kilkenny
191,The Grange Bar,54.75272,-6.001432,Grange,Douglas,Cork,Co. Cork
192,The Hideout,54.590025,-5.927841,Main Street,Kilcullen,,Co. Kildare
193,The Hideout,54.590025,-5.927841,Solohead,,,Co. Tipperary
194,The Hideout,54.590025,-5.927841,The Hideout,1-2 Campbells Row,North Circular Road,Dublin City
195,The Market Bar,54.297439,-6.521743,Main Street,Manorhamilton,,Co. Leitrim
196,The Market Bar,54.297439,-6.521743,24 High Street,Limerick,,Co. Limerick
197,The Market Bar,54.297439,-6.521743,Ballymahon Street,Longford,,Co. Longford
198,The Market Bar,54.297439,-6.521743,99 Clanbrassil Street,Dundalk,,Co. Louth
199,The Market Bar,54.297439,-6.521743,14a Fade Street,& The Rear Of 25 St George's Street,The Rear Of 29 Market Arcade Extension,Dublin City
200,The Market Bar,55.129605,-6.669198,Main Street,Manorhamilton,,Co. Leitrim
201,The Market Bar,55.129605,-6.669198,24 High Street,Limerick,,Co. Limerick
202,The Market Bar,55.129605,-6.669198,Ballymahon Street,Longford,,Co. Longford
203,The Market Bar,55.129605,-6.669198,99 Clanbrassil Street,Dundalk,,Co. Louth
204,The Market Bar,55.129605,-6.669198,14a Fade Street,& The Rear Of 25 St George's Street,The Rear Of 29 Market Arcade Extension,Dublin City
205,The Oval Bar,54.989742,-7.314582,25 South Main Street,Cork,,Co. Cork
206,The Park Inn,54.33149,-6.364375,11 O'loughlin Road,Kilkenny,,Co. Kilkenny
207,The Poachers Inn,54.422759,-7.59461,New Road,Bandon,,Co. Cork
208,The Railway Bar,54.35582,-6.657731,Diamond,Belturbet,,Co. Cavan
209,The Railway Bar,54.35582,-6.657731,Dunkereen,Upton,,Co. Cork
210,The Railway Bar,54.35582,-6.657731,Railway Road,Bundoran,,Co. Donegal
211,The Railway Bar,54.35582,-6.657731,Main Street,Ballybunion,,Co. Kerry
212,The Railway Bar,54.35582,-6.657731,Eyre Street,Newbridge,,Co. Kildare
213,The Railway Bar,54.35582,-6.657731,Cooldeterry,"Railway Road, Portarlington",,Co. Laois
214,The Railway Bar,54.35582,-6.657731,Main Street,Bruree,,Co. Limerick
215,The Railway Bar,54.35582,-6.657731,"Knockbrack, Abbeyfeale, Co Limerick",Abbeyfeale,,Co. Limerick
216,The Railway Bar,54.35582,-6.657731,Earl Street,Longford,,Co. Longford
217,The Railway Bar,54.35582,-6.657731,Main Street,Dunleer,,Co. Louth
218,The Railway Bar,54.35582,-6.657731,5 Railway Street,Navan,,Co. Meath
219,The Railway Bar,54.35582,-6.657731,Patrick Street,Castlerea,,Co. Roscommon
220,The Railway Bar,54.35582,-6.657731,Lord Edward Street,Sligo,,Co. Sligo
221,The Railway Bar,54.35582,-6.657731,Mill Street,Cappoquin,,Co. Waterford
222,The Ramble Inn,54.286686,-5.760264,Baldwin Street,Mitchelstown,,Co. Cork
223,The Ramble Inn,54.286686,-5.760264,Half-way,Ballinhassig,,Co. Cork
224,The Ramble Inn,54.286686,-5.760264,Ballycanew,Gorey,,Co. Wexford
225,The Ramble Inn,54.286686,-5.760264,145/147 Killester Avenue,,,Dublin City
226,The Ritz,54.99053,-7.312631,Lisdoonvarna,,,Co. Clare
227,The Rock Bar,54.252669,-6.649592,Threecastles,,,Co. Kilkenny
228,The Round House,54.324147,-5.71191,1 Broad Street,Limerick,,Co. Limerick
229,The Round House,54.324147,-5.71191,8 And 9 High Street,Limerick,,Co. Limerick
230,The Silver Eel,54.583316,-6.242556,Grange,Strokestown,,Co. Roscommon
231,The Spirit Store,54.451861,-7.48727,Georges Quay,Dundalk,,Co. Louth
232,The Spirit Store,54.451861,-7.48727,Georges Quay,Dundalk,,Co. Louth
233,The Thatch Bar,54.645887,-6.743053,The Square,Headford,,Co. Galway
234,The Thatch Bar,54.645887,-6.743053,Ballydonoghue,Lisselton,,Co. Kerry
235,The Thatch Bar,54.645887,-6.743053,Carrowmore,Knock,Claremorris,Co. Mayo
236,The Thatch Bar,54.645887,-6.743053,Ballygar,,,Co. Roscommon
237,The Thatch Bar,54.645887,-6.743053,Ballycahill,Thurles,,Co. Tipperary
238,The Thatch Bar,54.645887,-6.743053,The Square,Ferns,,Co. Wexford
239,The Tipsy Cow,54.873404,-7.314378,Church Street,Dundalk,,Co. Louth
240,The Tower Bar,55.070421,-6.515883,44 Gerald Griffin Street,Cork,,Co. Cork
241,The Tower Bar,55.070421,-6.515883,Fermanagh Street,Clones,,Co. Monaghan
242,The Village Inn,54.888188,-6.353407,Dowra,,,Co. Cavan
243,The Village Inn,54.888188,-6.353407,15 Newtown,Cobh,,Co. Cork
244,The Village Inn,54.888188,-6.353407,Ardgroom,Castletownbere,,Co. Cork
245,The Village Inn,54.888188,-6.353407,Main Street,Kilworth,,Co. Cork
246,The Village Inn,54.888188,-6.353407,Main Street,Enniskeane,,Co. Cork
247,The Village Inn,54.888188,-6.353407,Grenagh Village,Grenagh North,,Co. Cork
248,The Village Inn,54.888188,-6.353407,Ballyboughal,,,Co. Dublin
249,The Village Inn,54.888188,-6.353407,Fohenagh,Ahascragh,Ballinasloe,Co. Galway
250,The Village Inn,54.888188,-6.353407,Kilchrest,Loughrea,,Co. Galway
251,The Village Inn,54.888188,-6.353407,Kilkerrin,Ballinasloe,,Co. Galway
252,The Village Inn,54.888188,-6.353407,Church Street,Kilgarvan,,Co. Kerry
253,The Village Inn,54.888188,-6.353407,Kilcummin,Killarney,,Co. Kerry
254,The Village Inn,54.888188,-6.353407,Main Street,Celbridge,,Co. Kildare
255,The Village Inn,54.888188,-6.353407,Patrick Street,Kilkenny,,Co. Kilkenny
256,The Village Inn,54.888188,-6.353407,Kinlough,,,Co. Leitrim
257,The Village Inn,54.888188,-6.353407,Gortnaclohy,Ashford,Ballagh,Co. Limerick
258,The Village Inn,54.888188,-6.353407,Farrihy,Broadford,Rathluirc,Co. Limerick
259,The Village Inn,54.888188,-6.353407,Aghamore,Ballyhaunis,,Co. Mayo
260,The Village Inn,54.888188,-6.353407,Toocananagh,Claremorris,,Co. Mayo
261,The Village Inn,54.888188,-6.353407,Ballynacroonbeg,Partry,Claremorris,Co. Mayo
262,The Village Inn,54.888188,-6.353407,Main Street,Clonee,,Co. Meath
263,The Village Inn,54.888188,-6.353407,Main Street,Rathmoylon,,Co. Meath
264,The Village Inn,54.888188,-6.353407,Castlejordan,,,Co. Meath
265,The Village Inn,54.888188,-6.353407,Loughglynn,Castlerea,,Co. Roscommon
266,The Village Inn,54.888188,-6.353407,Cartron Village,Sligo,,Co. Sligo
267,The Village Inn,54.888188,-6.353407,Eglish,Roscrea,,Co. Tipperary
268,The Village Inn,54.888188,-6.353407,Moyglass,Fethard,,Co. Tipperary
269,The Village Inn,54.888188,-6.353407,Main Street,Newtownmountkennedy,,Co. Wicklow
270,The Village Inn,54.888188,-6.353407,2/4/6 Lisle Road,Crumlin,,Dublin City
271,The Village Inn,54.873404,-7.314378,Dowra,,,Co. Cavan
272,The Village Inn,54.873404,-7.314378,15 Newtown,Cobh,,Co. Cork
273,The Village Inn,54.873404,-7.314378,Ardgroom,Castletownbere,,Co. Cork
274,The Village Inn,54.873404,-7.314378,Main Street,Kilworth,,Co. Cork
275,The Village Inn,54.873404,-7.314378,Main Street,Enniskeane,,Co. Cork
276,The Village Inn,54.873404,-7.314378,Grenagh Village,Grenagh North,,Co. Cork
277,The Village Inn,54.873404,-7.314378,Ballyboughal,,,Co. Dublin
278,The Village Inn,54.873404,-7.314378,Fohenagh,Ahascragh,Ballinasloe,Co. Galway
279,The Village Inn,54.873404,-7.314378,Kilchrest,Loughrea,,Co. Galway
280,The Village Inn,54.873404,-7.314378,Kilkerrin,Ballinasloe,,Co. Galway
281,The Village Inn,54.873404,-7.314378,Church Street,Kilgarvan,,Co. Kerry
282,The Village Inn,54.873404,-7.314378,Kilcummin,Killarney,,Co. Kerry
283,The Village Inn,54.873404,-7.314378,Main Street,Celbridge,,Co. Kildare
284,The Village Inn,54.873404,-7.314378,Patrick Street,Kilkenny,,Co. Kilkenny
285,The Village Inn,54.873404,-7.314378,Kinlough,,,Co. Leitrim
286,The Village Inn,54.873404,-7.314378,Gortnaclohy,Ashford,Ballagh,Co. Limerick
287,The Village Inn,54.873404,-7.314378,Farrihy,Broadford,Rathluirc,Co. Limerick
288,The Village Inn,54.873404,-7.314378,Aghamore,Ballyhaunis,,Co. Mayo
289,The Village Inn,54.873404,-7.314378,Toocananagh,Claremorris,,Co. Mayo
290,The Village Inn,54.873404,-7.314378,Ballynacroonbeg,Partry,Claremorris,Co. Mayo
291,The Village Inn,54.873404,-7.314378,Main Street,Clonee,,Co. Meath
292,The Village Inn,54.873404,-7.314378,Main Street,Rathmoylon,,Co. Meath
293,The Village Inn,54.873404,-7.314378,Castlejordan,,,Co. Meath
294,The Village Inn,54.873404,-7.314378,Loughglynn,Castlerea,,Co. Roscommon
295,The Village Inn,54.873404,-7.314378,Cartron Village,Sligo,,Co. Sligo
296,The Village Inn,54.873404,-7.314378,Eglish,Roscrea,,Co. Tipperary
297,The Village Inn,54.873404,-7.314378,Moyglass,Fethard,,Co. Tipperary
298,The Village Inn,54.873404,-7.314378,Main Street,Newtownmountkennedy,,Co. Wicklow
299,The Village Inn,54.873404,-7.314378,2/4/6 Lisle Road,Crumlin,,Dublin City
300,The Village Inn,54.608453,-7.269398,Dowra,,,Co. Cavan
301,The Village Inn,54.608453,-7.269398,15 Newtown,Cobh,,Co. Cork
302,The Village Inn,54.608453,-7.269398,Ardgroom,Castletownbere,,Co. Cork
303,The Village Inn,54.608453,-7.269398,Main Street,Kilworth,,Co. Cork
304,The Village Inn,54.608453,-7.269398,Main Street,Enniskeane,,Co. Cork
305,The Village Inn,54.608453,-7.269398,Grenagh Village,Grenagh North,,Co. Cork
306,The Village Inn,54.608453,-7.269398,Ballyboughal,,,Co. Dublin
307,The Village Inn,54.608453,-7.269398,Fohenagh,Ahascragh,Ballinasloe,Co. Galway
308,The Village Inn,54.608453,-7.269398,Kilchrest,Loughrea,,Co. Galway
309,The Village Inn,54.608453,-7.269398,Kilkerrin,Ballinasloe,,Co. Galway
310,The Village Inn,54.608453,-7.269398,Church Street,Kilgarvan,,Co. Kerry
311,The Village Inn,54.608453,-7.269398,Kilcummin,Killarney,,Co. Kerry
312,The Village Inn,54.608453,-7.269398,Main Street,Celbridge,,Co. Kildare
313,The Village Inn,54.608453,-7.269398,Patrick Street,Kilkenny,,Co. Kilkenny
314,The Village Inn,54.608453,-7.269398,Kinlough,,,Co. Leitrim
315,The Village Inn,54.608453,-7.269398,Gortnaclohy,Ashford,Ballagh,Co. Limerick
316,The Village Inn,54.608453,-7.269398,Farrihy,Broadford,Rathluirc,Co. Limerick
317,The Village Inn,54.608453,-7.269398,Aghamore,Ballyhaunis,,Co. Mayo
318,The Village Inn,54.608453,-7.269398,Toocananagh,Claremorris,,Co. Mayo
319,The Village Inn,54.608453,-7.269398,Ballynacroonbeg,Partry,Claremorris,Co. Mayo
320,The Village Inn,54.608453,-7.269398,Main Street,Clonee,,Co. Meath
321,The Village Inn,54.608453,-7.269398,Main Street,Rathmoylon,,Co. Meath
322,The Village Inn,54.608453,-7.269398,Castlejordan,,,Co. Meath
323,The Village Inn,54.608453,-7.269398,Loughglynn,Castlerea,,Co. Roscommon
324,The Village Inn,54.608453,-7.269398,Cartron Village,Sligo,,Co. Sligo
325,The Village Inn,54.608453,-7.269398,Eglish,Roscrea,,Co. Tipperary
326,The Village Inn,54.608453,-7.269398,Moyglass,Fethard,,Co. Tipperary
327,The Village Inn,54.608453,-7.269398,Main Street,Newtownmountkennedy,,Co. Wicklow
328,The Village Inn,54.608453,-7.269398,2/4/6 Lisle Road,Crumlin,,Dublin City
329,The Village Inn,54.297439,-6.521743,Dowra,,,Co. Cavan
330,The Village Inn,54.297439,-6.521743,15 Newtown,Cobh,,Co. Cork
331,The Village Inn,54.297439,-6.521743,Ardgroom,Castletownbere,,Co. Cork
332,The Village Inn,54.297439,-6.521743,Main Street,Kilworth,,Co. Cork
333,The Village Inn,54.297439,-6.521743,Main Street,Enniskeane,,Co. Cork
334,The Village Inn,54.297439,-6.521743,Grenagh Village,Grenagh North,,Co. Cork
335,The Village Inn,54.297439,-6.521743,Ballyboughal,,,Co. Dublin
336,The Village Inn,54.297439,-6.521743,Fohenagh,Ahascragh,Ballinasloe,Co. Galway
337,The Village Inn,54.297439,-6.521743,Kilchrest,Loughrea,,Co. Galway
338,The Village Inn,54.297439,-6.521743,Kilkerrin,Ballinasloe,,Co. Galway
339,The Village Inn,54.297439,-6.521743,Church Street,Kilgarvan,,Co. Kerry
340,The Village Inn,54.297439,-6.521743,Kilcummin,Killarney,,Co. Kerry
341,The Village Inn,54.297439,-6.521743,Main Street,Celbridge,,Co. Kildare
342,The Village Inn,54.297439,-6.521743,Patrick Street,Kilkenny,,Co. Kilkenny
343,The Village Inn,54.297439,-6.521743,Kinlough,,,Co. Leitrim
344,The Village Inn,54.297439,-6.521743,Gortnaclohy,Ashford,Ballagh,Co. Limerick
345,The Village Inn,54.297439,-6.521743,Farrihy,Broadford,Rathluirc,Co. Limerick
346,The Village Inn,54.297439,-6.521743,Aghamore,Ballyhaunis,,Co. Mayo
347,The Village Inn,54.297439,-6.521743,Toocananagh,Claremorris,,Co. Mayo
348,The Village Inn,54.297439,-6.521743,Ballynacroonbeg,Partry,Claremorris,Co. Mayo
349,The Village Inn,54.297439,-6.521743,Main Street,Clonee,,Co. Meath
350,The Village Inn,54.297439,-6.521743,Main Street,Rathmoylon,,Co. Meath
351,The Village Inn,54.297439,-6.521743,Castlejordan,,,Co. Meath
352,The Village Inn,54.297439,-6.521743,Loughglynn,Castlerea,,Co. Roscommon
353,The Village Inn,54.297439,-6.521743,Cartron Village,Sligo,,Co. Sligo
354,The Village Inn,54.297439,-6.521743,Eglish,Roscrea,,Co. Tipperary
355,The Village Inn,54.297439,-6.521743,Moyglass,Fethard,,Co. Tipperary
356,The Village Inn,54.297439,-6.521743,Main Street,Newtownmountkennedy,,Co. Wicklow
357,The Village Inn,54.297439,-6.521743,2/4/6 Lisle Road,Crumlin,,Dublin City
358,The Welcome Inn,54.08184433,-6.45116806,Crookhaven,Skibbereen,,Co. Cork
359,The Welcome Inn,54.08184433,-6.45116806,1 O'rahilly Street,Cobh,,Co. Cork
360,The Welcome Inn,54.08184433,-6.45116806,24 Parnell Place,Cork,,Co. Cork
361,The Welcome Inn,54.08184433,-6.45116806,8 Market Square,Portlaoise,,Co. Laois
362,The Welcome Inn,54.08184433,-6.45116806,Carricknabrac,Drumshanbo,,Co. Leitrim
363,The Welcome Inn,54.08184433,-6.45116806,Mitchelstowndown East,Knocklong,Kilmallock,Co. Limerick
364,The Welcome Inn,54.08184433,-6.45116806,The Welcome Inn,Boherwilliam,Cappagh,Co. Waterford
365,Top Of The Town,54.713599,-6.211256,The Green,Killaloe,,Co. Clare
366,Top Of The Town,54.713599,-6.211256,Main Street,Askeaton,,Co. Limerick
367,Turley's Bar,54.302214,-6.067219,The Harbour,Mountmellick,,Co. Laois
368,Victoria,54.099911,-6.254811,4 Main Street,Clondalkin,,Dublin City
369,Village Inn,54.239126,-7.175866,Tullyvin,Cootehill,,Co. Cavan
370,Village Inn,54.239126,-7.175866,Church Street,Killala,,Co. Mayo
371,Village Inn,54.239126,-7.175866,Church Street,Finglas,,Dublin City
372,Voodoo,54.598763,-5.931777,21-23 Lower Main Street,Letterkenny,,Co. Donegal
373,Anchor Bar,54.994761,-7.320589,Courtmacsherry,Timoleague,,Co. Cork
374,Anchor Bar,54.994761,-7.320589,Main Street,Caherciveen,,Co. Kerry
375,Annies Bar,54.988155,-7.310313,Main Street,Moville,Lifford,Co. Donegal
376,Bridge House,54.10966,-6.477118,Upper William Street,Athy,,Co. Kildare
377,Cove Bar,54.708242,-6.531331,Dunmore Road,Waterford,,Co. Waterford
378,Harbour Bar,55.205563,-6.24129,Crucknamurlog,Downings,,Co. Donegal
379,Harbour Bar,55.205563,-6.24129,Pullagheney,"Cabragh, Rathlee Post Office",Ballina,Co. Mayo
380,La Bodega,54.850411,-5.821846,93 Ranelagh Village,,,Dublin City
381,Mcgraths Bar,54.615795,-5.943205,Hulk Street,Clifden,,Co. Galway
382,O'sullivan's,54.991998,-7.32612,Eyeries Village,Beara,,Co. Cork
383,Railway Bar,54.177599,-6.345339,Market Street And Ashwalk,Ardee,,Co. Louth
384,Railway Bar,54.177599,-6.345339,Main Street,Banagher,,Co. Offaly
385,Railway Bar,54.647519,-6.741934,Market Street And Ashwalk,Ardee,,Co. Louth
386,Railway Bar,54.647519,-6.741934,Main Street,Banagher,,Co. Offaly
387,The Anchor Bar,54.20722961,-5.894019127,Main Street,Liscannor,,Co. Clare
388,The Anchor Bar,54.20722961,-5.894019127,14 East Hill,Cobh,,Co. Cork
